,-0.618_from_csv,-0.618_mode1,-0.618_mode2
0,0.0006159592730614357,1.3130851819390959e-08,21.70721141795836
1,-0.00036293343631090924,4.05765616894356e-09,-17.56150293759154
2,3.066580313273491e-05,-1.0623082392288926e-08,6.707897228595873
3,4.9823256077062327e-05,-1.0623082152724532e-08,6.707897228682193
4,-0.0003335148959603237,4.057656556678939e-09,-17.56150293764489
5,0.0006816148093858642,1.3130852207132636e-08,21.70721141794215
6,-0.00035972888365272995,4.057656796321083e-09,-17.561502937618663
7,1.8544126716554947e-05,-1.062308239227926e-08,6.707897228655964
8,2.2503383861219908e-05,-1.0623082780118018e-08,6.707897228612083
9,0.0007062625109747119,1.3130852207066292e-08,21.707211418002228
10,-0.0003818773706654311,4.0576561689811e-09,-17.561502937688758
11,4.6779402107144745e-06,-1.0623082780079547e-08,6.707897228709305
12,0.0006772524720979994,1.3130851819377026e-08,21.707211418055582
13,-0.00036374248422618553,4.057656556645668e-09,-17.561502937704972
14,0.0006700760561145746,1.313085244687296e-08,21.707211418028464
